label,content
__problem__,"请问有去年综评的同学吗 可不可以请问一点问题
"
__noproblem__,"但是你可以去学校买啊
"
__problem__,"求问中西方视觉艺术通论这门课怎么样
"
__noproblem__,"帮你debug
"
__problem__,"请问补考是几月几号
"
__noproblem__,"还需要呀
"
__problem__,"26号报道时间什么时候截止
"
__noproblem__,"这是什么游戏
"
__problem__,"结束了吗
"
__noproblem__,"/拜托
"
__problem__,"其他时间都在干什么
"
__noproblem__,"不如爆个照
"
__problem__,"为啥不填呢/托腮
"
__noproblem__,"&#91;闪照&#93;请使用新版手机QQ查看闪照。
"
__problem__,"哪里有下学期的校历
"
__noproblem__,"谢谢合作～顺便同学 改个名片吧
"
__problem__,"参与奖是不是参加都有五十/斜眼笑/斜眼笑/斜眼笑
"
__noproblem__,"每年都有这种东西
"
__problem__,"这上面的也算
"
__noproblem__,"您笑什么凤姐姐
"
__problem__,"军理课算GPA吗
"
__noproblem__,"哦哦谢谢
"
__problem__,"问一下周末可以去补办校园卡吗
"
__noproblem__,"还有赠品
"
__problem__,"隔间不是在装吗
"
__noproblem__,"我创一个
"
__problem__,"冰变成水最快的方法是什么
"
__noproblem__,"福建崽一无所知
"
__problem__,"周末怎么过呢
"
__noproblem__,"就我一个是真的
"
__problem__,"请问悦读经典不平等的代价有群吗
"
__noproblem__,"消息记录能搜的到
"
__problem__,"最近宿舍楼自习室没校园网了吗......
"
__noproblem__,"我们学校去上财的比较少
"
__problem__,"还要分听说课和读写课是吗
"
__noproblem__,"啧啧啧
"
__problem__,"请问导学课与跨院系选课时间冲突了怎么办
"
__noproblem__,"节操舞都是新生跳
"
__problem__,"南大app体锻考勤一直加载中 看不了记录  宿舍电费也不能查 显示地址不存在（重新设置过地址了）     苹果手机 想问一下大家也是这样的吗
"
__noproblem__,"急診
"
__problem__," 你的火车是否有行包车你是否办理了随车托运如果以上来两个你的回答都是是的话，你会和你的行李一起到达火车站。
"
__noproblem__,"先搞清楚拔尖班是什么再考虑要不要报
"
__problem__,"对啊是啥
"
__noproblem__,"是在CMD里面显示的，那个kms跑到最后显示的一行字是激活成功
"
__problem__,"计科是不是组不起女足球队。。。。。[CQ:emoji,id=128514][CQ:emoji,id=128514]
"
__noproblem__,"有问题去这个群找群主吧~2018南星梦想计划，群聊号码：298943771……
"
__problem__,"所以我是外地的，填是
"
__noproblem__,"等恢复
"
__problem__,"莜面饺子
"
__noproblem__,"快撤回[CQ:emoji,id=127770][CQ:emoji,id=127770]
"
__problem__,"18届没有今晚抢课一说吧
"
__noproblem__,"学姐好
"
__problem__,"你确定拿你自己身份证实名
"
__noproblem__,"g
"
__problem__,"不过，雅思园在哪
"
__noproblem__,"/扯一扯
"
__problem__,"怎么能让驿站延长存放时间
"
__noproblem__,"选了不一定中
"
__problem__," 可以吗
"
__noproblem__," 
"
__problem__,"请问在食堂捡到校园卡应该交到哪里啊。。。
"
__noproblem__,"[CQ:emoji,id=128514][CQ:emoji,id=128514]
"
__problem__,"有什么用吗
"
__noproblem__," 伊夫圣罗兰
"
__problem__," study.nju.edu.cn
"
__noproblem__,"学姐在啊
"
__problem__,"蓝底不可以吗
"
__noproblem__,"/幽灵
"
__problem__,"这么刺激的吗
"
__noproblem__," 啥本子3.5kg
"
__problem__,"打字为什么会想要段落感来干扰我
"
__noproblem__,"dei
"
__problem__,"那晚上可以通宵不回宿舍吗
"
__noproblem__,"拔尖计划就是成绩好的单独修一些更深的课程
"
__problem__,"请问大家有二专的群号吗_(:зゝ∠)_
"
__noproblem__,"好的
"
__problem__,"看到紅色那個嗎按！！！
"
__noproblem__,"嗯…………
"
__problem__,"什么事可以在这里不仅可以练就一身钢筋铁骨，而且能成就一双不惧“风雨”的眼睛
"
__noproblem__," 你还别说，可能就是这个想法，成就了中国奶茶业的巨头
"
__problem__,"请问
"
__noproblem__,"不是我打击你们，你们高估了舍友在大学人际交往里占的比例了
"
__problem__,"请问我GPA4.9，如何提高
"
__noproblem__,"Pro已经12x了
"
__problem__,"为什么有的辅导员说还要练。。。
"
__noproblem__,"文科类笔试和自主招生考试笔试一样
"
__problem__,"这么早吗
"
__noproblem__,"如果
"
__problem__,"是要熬夜的节奏吗/幽灵
"
__noproblem__,"解签
"
__problem__,"请问下我们有图书馆借阅证这个东西吗
"
__noproblem__,"尬笑. jpg你们，不好玩。/doge
"
__problem__,"转出是这样嘛可能你们要求比较特殊
"
__noproblem__," 这个要考虑的
"
__problem__,"fafa是谁
"
__noproblem__,"我无法欣赏。
"
__problem__,"不是不是
"
__noproblem__,"告别高中，迎接未来，给崭新的自己，买新的
"
__problem__,"请问有哪里可以查到南大各个专业的录取分数线吗(历年的，最好是可以查到某个省份的
"
__noproblem__,"/斜眼笑
"
__problem__,"有人去体检吗
"
__noproblem__,"开始派遣你的奴隶们出门打工啦！
"
__problem__,"那怎么填。
"
__noproblem__,"吃宵夜去
"
__problem__,"不是好好的聊游戏吗
"
__noproblem__,"要不要考虑安排一下群头像/斜眼笑/斜眼笑
"
__problem__,"现在当两年兵就会被子弹打吗
"
__noproblem__,"学长好/小纠结
"
__problem__,"计科准入里说的大学数学第一层次及以上包括数学分析吗
"
__noproblem__,"哦，感觉价格很实惠
"
__problem__,"请问79分和80分区别大吗
"
__noproblem__,"就只有一个时间段/幽灵
"
__problem__,"不是不是
"
__noproblem__,"进宿舍的虫主要蛾子
"
__problem__,"英语分几级
"
__noproblem__,"同问
"
__problem__,"不辣的东西那叫吃的吗
"
__noproblem__,"然后撤回了
"
__problem__,"以防顶替上学什么的
"
__noproblem__,"好看的呀
"
__problem__,"二外不是外院才有的说法吗
"
__noproblem__,"看着土豪在我旁边压力很大
"
__problem__,"哪里换！
"
__noproblem__,"但是那些问题我们群也都讨论了
"
__problem__,"问一下，有2A513宿舍的吗
"
__noproblem__,"暗骂明说的
"
__problem__,"预约单
"
__noproblem__,"我选择暗影
"
__problem__,"83.3
"
__noproblem__,"大学这事辅导员管
"
__problem__,"要是不通过怎么办……
"
__noproblem__,"這是南京大學新生咨詢群
"
__problem__,"那个，，，这个两个小时前还能用怎么突然看不了了
"
__noproblem__,"开机了好像比关机处分还要严重一个等级
"
__problem__,"请问29号需要补课吗我们数学老师说教务处通知不需要补课的，但是在教务网没有看到相关通知。。。
"
__noproblem__,"好像一年之内满1000才给报
"
__problem__,"请问一下，现在打成绩单是不能消课了
"
__noproblem__,"看起来是这样的
"
__problem__,"有个小问题，现在可以去拿快递吗
"
__noproblem__,"不高，建议买轻薄的
"
__problem__,"请问五一假期期间是不是不能打卡啊
"
__noproblem__,"恭喜18 计算机 崔晓洋成功买下再借五百年[CQ:face,id=137]
"
__problem__,"快递街十一开吗/小纠结
"
__noproblem__,"四川前一万
"
__problem__,"请问有建筑系的学长吗
"
__noproblem__,"新鸿基有个 爱心书屋  以及每个夏天毕业的时候有捐书的活动
"
__problem__," 现在还不确定的怎么办，确定了戳你可以不
"
__noproblem__,"救命 上网老显示原密码错误
"
__problem__," 小姐姐你会动刀吗
"
__noproblem__,"答 嘴
"
__problem__,"没人带走吗
"
__noproblem__,"对的，上次跟我聊半天别的然后找我推销
"
__problem__,"那我们上届遗产真不少，另外哪里能看还有多少电
"
__noproblem__,"等等
"
__problem__,"学长女朋友
"
__noproblem__,"魔鬼手速[CQ:face,id=118][CQ:face,id=118]
"
__problem__,"录取通知书最后要被学校收走
"
__noproblem__,"捡到某社保卡
"
__problem__,"教务网
"
__noproblem__,"您好 没有
"
__problem__,"下一轮
"
__noproblem__,"好看szd
"
__problem__,"挂科不就没了保研资格吗
"
__noproblem__,"贴膜/斜眼笑
"
__problem__,"请问移动那个领取新生大礼包可靠吗有没有人薅羊毛成功的
"
__noproblem__,"/骚扰/骚扰/骚扰
"
__problem__," 杂志是在哪个区呀
"
__noproblem__,"我去
"
__problem__,"那怎么打靶啊
"
__noproblem__,"我觉得陶水怪挺好的啊/斜眼笑
"
__problem__,"学弟学妹们最近有被电话推销吗
"
__noproblem__,"你可以问问教务员
"
__problem__,"人工智能那么强啊
"
__noproblem__,"你输了 许翔发红包 我输辽爆照
"
__problem__,"学校里还需要宽带吗
"
__noproblem__,"搜一下记录。可以的
"
__problem__,"这是啥
"
__noproblem__,"/幽灵omg
"
__problem__,"请问我们学校马院官网的网址是啥⊙66⊙
"
__noproblem__,"我四岁的时候莫名其妙就会了
"
__problem__," [CQ:at,qq=1002194437] [CQ:at,qq=1732013272] [CQ:at,qq=1070519931] 下午4:20有4[CQ:emoji,id=10006]100接力
"
__noproblem__,"两个多小时
"
__problem__,"我的没问题啊
"
__noproblem__,"那我就不用答了么
"
__problem__,"简明微积分成绩会算入gpa吗
"
__noproblem__,"不懂有没有别的
"
__problem__,"什么
"
__noproblem__,"，谢谢/小纠结
"
__problem__,"你怎么查的
"
__noproblem__,"准备试试苦荞凉粉
"
__problem__,"那个为什么改完密码之后登陆不了，总是显示密码错误
"
__noproblem__,"是的，上次在阿姨的值班室看到没收的了
"
__problem__,"公选课不算在通识14学分里对吗
"
__noproblem__,"莫名其妙就进来了
"
__problem__,"请问一下有没有人知道中外声乐精品赏析这门课的考核方式是什么样哒
"
__noproblem__,"不是哦
"
__problem__,"那训练时玩一下一些手头游戏会怎样
"
__noproblem__,"我喜欢听歌
"
__problem__,"是叫大学物理学吗
"
__noproblem__,"（只是学号和联系方式而已
"
__problem__,"啥意思
"
__noproblem__,"最近耳机用的电池挺多的
"
__problem__," 请问跨院系选课实在没时间，能不能上一节翘一节啊
"
__noproblem__,"会比较冷，但是习惯就好了
"
__problem__,"请问校园卡接受了银行卡转账 银行卡也有信息提醒 校园卡在充值机器上也有显示 但是买东西还是余额不足应该找谁解决鸭 中午就这样 现在还是
"
__noproblem__,"噗当我没问
"
__problem__,"请问谁有Au 安装包  急需  谢谢
"
__noproblem__,"我也是…
"
__problem__," 饥渴了
"
__noproblem__,"高考之后邀功买的
"
__problem__,"重新登陆
"
__noproblem__,"用文字查找功能
"
__problem__,"…我说的有问题吗
"
__noproblem__,"不申请补助可不可以不填家庭调查表
"
__problem__,"群文件不是有吗
"
__noproblem__,"有没有第一节课是排球的
"
__problem__,"话说。。床单与被罩之类的颜色需要统一吗
"
__noproblem__,"凭本事单身 哈哈
"
__problem__,"他想为什么
"
__noproblem__,"睡到11点
"
__problem__,"我的书包晚餐时忘在5食堂了，怎么办555～
"
__noproblem__,"燃气灶
"
__problem__,"请问怎么找任课老师的联系方式或者本人啊
"
__noproblem__,"不能
"
__problem__,"请问校内有盐水鸭卖吗 可以带回宿舍啃的那种
"
__noproblem__,"  第&#91;384&#93;签 解签：有错要知悔改，做事务必落实，心胸宽大，人生才有意义。
"
__problem__,"最底下
"
__noproblem__,"年级大会课
"
__problem__,"如果我选的一门课 与形式与政策撞了  还能选上吗
"
__noproblem__,"微信有号
"
__problem__,"软院不要学地理
"
__noproblem__,"人工智能学院不是系....
"
__problem__,"数理科学概论是不是一群人在一间教室有的人自习数学有的人自习物理，所以不需要老师
"
__noproblem__,"好吧，谢谢
"
__problem__,"200米的比赛就要开始了，预祝我院×××获得好成绩，你是怎么怎么样的，加油加油
"
__noproblem__,"我在开车
"
__problem__,"学校里有卖热狗的地方吗
"
__noproblem__,"哇的一声⊙ω⊙
"
__problem__,"请问大唐现在可以彩印了吗
"
__noproblem__,"羡慕
"
__problem__,"请问有人有外国语学院陈兵老师的电话吗
"
__noproblem__,"同问
"
__problem__,"请问迎新网上的大类各班教务员联系方式一览表上，就算是分班的情况了吗
"
__noproblem__,"！
"
__problem__,"以往每年都是开学只考英语吗
"
__noproblem__," 小哥哥 南大小树林等你 哈哈
"
__problem__,"请问是院系之间有不同吗 还是学完的那个学期算gpa 啥叫依情况而定/幽灵
"
__noproblem__,"是的吧
"
__problem__,"校医院下午可以体检的吗
"
__noproblem__," 背好红黑榜
"
__problem__,"怎么一起
"
__noproblem__,"经管还近400人
"
__problem__,"修完之后每个学期都要把它算入gpa吗
"
__noproblem__,"一不小心有了很多同学照片
"
__problem__,"460那个可以25号提前到校买吗
"
__noproblem__," 为何不能
"
__problem__,"请问谁知道查看志愿时长的网站
"
__noproblem__,"还有些同学再等录取查询呢
"
__problem__,"不是拥抱因特奈吗
"
__noproblem__,"谢谢老师
"
__problem__,"真的吗
"
__noproblem__,"不确定，问宿管
"
__problem__,"请问罗卫民老师的排球课在哪里上课男女生分开吗
"
__noproblem__,"＋1
"
__problem__,"老胡 私发小姐姐照片给我吗几个看
"
__noproblem__,"好的
"
__problem__,"怎么赚回来
"
__noproblem__,"结果就没有人找我了
"
__problem__,"紫色的是谁
"
__noproblem__,"直接去南大山西人大群发呗
"
__problem__,"这不是废话吗
"
__noproblem__,"中秋快乐
"
__problem__,"是不是发那种可怕的鞋
"
__noproblem__,"我是商学院的，有一个新生志愿者活动，25号晚上培训
"
__problem__,"话说体锻打卡成绩是都没录进去吗
"
__noproblem__,"我去看斗鱼
"
__problem__,"有小姐姐在吗
"
__noproblem__,"不认识英雄
"
__problem__,"是男女分开上吗
"
__noproblem__,"无fuck说
"
__problem__,"怎么办呀
"
__noproblem__,"三保一那种
"
__problem__,"你们怎么定义真人
"
__noproblem__,"。。。
"
__problem__,"迎新网是什么啊能给个链接吗
"
__noproblem__,"tql
"
__problem__,"补的通识课是没满人的还是新开的
"
__noproblem__,"公公网络还行
"
__problem__,"怎么也要加一顿
"
__noproblem__," 雨窝无瓜
"
__problem__,"请问学校食堂有没有可以只打包一份米饭的窗口
"
__noproblem__,"我有
"
__problem__," 叫他扔我
"
__noproblem__,"可以可以
"
__problem__,"我们学校的oj平台网址多少
"
__noproblem__,"求那个查询页面的bgm
"
__problem__,"你是海安的 
"
__noproblem__,"然后一个一个给你发短信
"
__problem__,"晚会是我们计科还是全校
"
__noproblem__,"有两种登录方式
"
__problem__,"现在哪个食堂人都不多
"
__noproblem__,"假期没关系
"
__problem__,"请问哪里可以拍证件照鸭
"
__noproblem__,"只有九个专业，就是在之前十个少了金融工程
"
__problem__,"那同学是不是要转到商院人力资源管理系，还是任何本科专业都可以
"
__noproblem__,"
"
__problem__,"南大附近有电影院吗
"
__noproblem__,"小学的时候通读各种智力书
"
__problem__,"草地音乐在哪举办啊
"
__noproblem__,"地铁路费应该够了
"
__problem__,"请问python二层和一层差别大吗
"
__noproblem__,"[CQ:face,id=129][CQ:face,id=129]
"
__problem__,"请问有人知道程设课上负责1-30号的那个很萌的助教叫什么名字嘛/幽灵
"
__noproblem__,"（我当初也加了
"
__problem__,"请问自己的课表没出来明天怎么选课呢
"
__noproblem__,"两个柜子一个抽屉，但是感觉都挂锁意义不大
"
__problem__,"什么意思
"
__noproblem__,"刷知乎了
"
__problem__,"宝贝，你是穿越来的吗
"
__noproblem__,"没事，给你投票
"
__problem__,"通知了
"
__noproblem__,"中秋快乐
"
__problem__," 不是大佬吗
"
__noproblem__,"什么手啊
"
__problem__," 你换头像了
"
__noproblem__,"[CQ:emoji,id=128064][CQ:emoji,id=128064][CQ:emoji,id=128064][CQ:emoji,id=128064][CQ:emoji,id=128064][CQ:emoji,id=128064]
"
__problem__,"请问
"
__noproblem__,"没
"
__problem__,"问个问题，你们有人有过给别人补课的经历吗
"
__noproblem__,"对数物不感冒
"
__problem__," 逆转势力……
"
__noproblem__,"哈哈哈反正现在也不用急呀
"
__problem__,"不同专业的可以在一个寝室吗
"
__noproblem__,"包括拔尖计划和其他的开学二次选拔
"
__problem__,"这不是武港山书记在你们新生见面会上说的吗
"
__noproblem__,"少喝吧
"
__problem__," 嗯 来吗
"
__noproblem__,"记不得了
"
__problem__,"这么可怕的吗
"
__noproblem__,"进了
"
__problem__,"我拔出来吗
"
__noproblem__,"咱这个专业就业不差
"
__problem__,"学长请问开学典礼通常开几个小时就能结束
"
__noproblem__,"你自己发的图里面有
"
__problem__,"是不是能住单人间
"
__noproblem__,"南京人表示要穿
"
__problem__,"电瓶车去一栋下边碰碰运气
"
__noproblem__,"每次抽卡必保底
"
__problem__,"有社会工作群吗
"
__noproblem__,"饿了！！
"
__problem__,"机场有没有学长学姐接
"
__noproblem__,"么有
"
__problem__," 请问DNS怎么改呀
"
__noproblem__,"emmm好吧ww抱歉呢w
"
__problem__,"请问校医院有云南白药气雾剂吗
"
__noproblem__,"戳我我看看能不能回答
"
__problem__,"嗯
"
__noproblem__,"@无边落木  欢迎欢迎！
"
__problem__,"多少钱
"
__noproblem__,"海星
"
__problem__," 你真是18社科的吗
"
__noproblem__,"这才是死肥宅
"
__problem__,"男女比例正常吗/斜眼笑
"
__noproblem__,"学妹都好好看！
"
__problem__,"干的话怎么都不算热
"
__noproblem__,"诶
"
__problem__,"你怎么知道群里没有我小号/托脸
"
__noproblem__,"物理
"
__problem__,"那是必须用电脑吗
"
__noproblem__,"哈哈
"
__problem__,"有那个网址吗
"
__noproblem__,"就是那两天下大雨
"
__problem__,"大家都开始装床帘了吗
"
__noproblem__,"那和丢掉不一个样。。
"
__problem__," 噢，话说，感觉你年纪很轻，你多大呢
"
__noproblem__," 神棍嘛
"
__problem__,"有球吗
"
__noproblem__," hhh
"
__problem__,"请问现在学校人多吗/小纠结/小纠结
"
__noproblem__,"那还是要买
"
__problem__,"请问留校申请界面是需要校园网才能打开吗现在在外地一直打不开那个页面
"
__noproblem__,"/托腮/托腮
"
__problem__," ai审核过了吗 也可能是你照片要求不对 被人工审核退回了
"
__noproblem__,"去找zjl呀，她肯定是plmm
"
__problem__,"有527的吗
"
__noproblem__,"群文件，群相册
"
__problem__,"现在体育打卡算吗[CQ:face,id=13]
"
__noproblem__," 噢好的谢谢！
"
__problem__,"结束好吗
"
__noproblem__,"毕竟8秒太多了
"
__problem__,"挖矿
"
__noproblem__,"应该吧。。
"
__problem__,"欧洲近现代史人多吗
"
__noproblem__,"亲身体验
"
__problem__,"仙林校区有给手表换电池的地方吗
"
__noproblem__,"注意安全就行了
"
__problem__," 还有家长群
"
__noproblem__,"但貌似比较难选
"
__problem__,"打電話去體育部問問
"
__noproblem__,"有没有什么期限
"
__problem__,"所以没有理科实验班地科与资环
"
__noproblem__,"全称南大和园
"
__problem__,"球鞋的作用 原来是防被踩吗
"
__noproblem__,"哇
"
__problem__,"是你吗
"
__noproblem__,"你们的前70分吧……
"
__problem__,"你进群之后单身人数怎么没变/斜眼笑
"
__noproblem__,"嗯/拍桌
"
__problem__,"会影响学分吗。。。
"
__noproblem__,"中学我这边也是住宿，冬天洗澡极其恐怖
"
__problem__,"学生邮箱什么时候有
"
__noproblem__,"我懂我懂
"
__problem__,"办校园卡是运营商推销人员跟你说的吧
"
__noproblem__,"爆照了一群男生就加了
"
__problem__,"请问我GPA4.9，如何提高
"
__noproblem__,"我GPA太低了，只有4.9
"
__problem__,"汉风堂中午开门吗
"
__noproblem__,"必要的东西都包括在新生入学指南/斜眼笑
"
__problem__,"请问
"
__noproblem__,"/斜眼笑
"
__problem__,"所有人都要参加吗
"
__noproblem__,"大男生 搬一下床
"
__problem__,"没有
"
__noproblem__,"暂停加上720p
"
__problem__,"请问西方音乐通论给分怎么样啊
"
__noproblem__,"==
"
__problem__,"电子信息
"
__noproblem__,"7.0
"
__problem__,"学校医保是自愿办理吗
"
__noproblem__,"……/托腮
"
__problem__,"@湖人总冠军 抱你大腿有用吗
"
__noproblem__,"大家不能辜负鲲鲲的好心
"
__problem__,"嗯我回的是要不要请假。。。
"
__noproblem__,"问下  充磁是每学年一次还是每学期一次
"
__problem__,"随便甜吗
"
__noproblem__,"他们的作业不是那种关于学术的。
"
__problem__," 挑英语的话只看时间段不看层次吗
"
__noproblem__,"和高考无关吧
"
__problem__,"报到注册是25号开始对吧为什么我昨天就在那台机器上注册成功了呢现在心里有点慌.
"
__noproblem__,"活老鬼呢
"
__problem__,"是那个吗
"
__noproblem__," 中间
"
__problem__,"如果可以我觉得你可以让校医院医生照着开一份然后就可以拿药了
"
__noproblem__,"明天周日，我记得你上周问过了
"
__problem__,"是不是学号啊
"
__noproblem__,"还是
"
__problem__,"之前不是有填问卷吗
"
__noproblem__,"如果想用其他运营商的网络自行办理和学校无关
"
__problem__,"是不是很真实
"
__noproblem__,"我买的光影
"
__problem__,"请问一下那个大学英语一是什么课程和大学英语听说，读写是三节课吗
"
__noproblem__,"ok
"
__problem__,"想问问打靶不合格会怎样/托腮
"
__noproblem__,"到时候有学长学姐带大家去的。
"
__problem__,"就是将微积分改成数学分析，但是不学高等代数，会有什么影响吗
"
__noproblem__,"不会一层楼有40间吧
"
__problem__," 朱老师怎么样啊[CQ:emoji,id=128064]
"
__noproblem__,"有
"
__problem__,"寒暑假各有多长
"
__noproblem__,"哈哈哈
"
__problem__,"有人LOL吗
"
__noproblem__,"what
"
__problem__,"那。。。要等几天是吗
"
__noproblem__,"  第&#91;333&#93;签 解签：得此签者如为女性，必美且慧，远近赞美，如为男性则以品德高贵而受颂扬。
"
__problem__,"今天晚上思修有课吗
"
__noproblem__,"等着么。。。
"
__problem__,"感觉怎么样
"
__noproblem__,"见过什么衣服的图案是cupid……
"
__problem__,"woc
"
__noproblem__,"到时候要有多余的就可以拿到吃的
"
__problem__,"节操舞。
"
__noproblem__,"没有
"
__problem__,"宿舍是没有水吗
"
__noproblem__," 别叭兄弟
"
__problem__,"什么时候开学
"
__noproblem__,"什么叫化学人文科学
"
__problem__,"不加狗头
"
__noproblem__,"我们改备注吧
"
__problem__,"请问网络信息中心几点开始上班
"
__noproblem__,"我其实每个都只看过导论
"
__problem__,"你是就这么复制粘贴迁移到ssd上的吗
"
__noproblem__,"因为不能登陆
"
__problem__,"学姐永远18懂吗
"
__noproblem__,"大理科班
"
__problem__,"学友今天去了。。没看到啊。。。是我的问题吗/笑哭/笑哭
"
__noproblem__,"听力，阅读，作文
"
__problem__,"有学天文的学长学姐吗/蹭一蹭/蹭一蹭/蹭一蹭
"
__noproblem__,"乖啊不水
"
__problem__,"诶对有谁知道军训怎么提交免训申请……
"
__noproblem__,"可以偷运（小声）
"
__problem__,"请问身份证弄丢了 去哪个派出所办呀
"
__noproblem__,"进吧
"
__problem__,"请问平板能直接连上校园网吗
"
__noproblem__,"然而技术层面并不能换课
"
__problem__,"请问一下 放假和开学的日期是.
"
__noproblem__,"自己不咋样
"
__problem__,"教超朝花夕拾有卖盐的吗
"
__noproblem__,"怕放假进度不统一
"
__problem__,"有基础的更倾向于拔尖……
"
__noproblem__,"宿舍直饮水机可以自己加热
"
__problem__,"自己搜不会吗。。。
"
__noproblem__,"0.57
"
__problem__," 我
"
__noproblem__,"就是提前问一下
"
__problem__,"啥
"
__noproblem__,"所以今天一定会出的
"
__problem__,"请问我GPA4.9，如何提高
"
__noproblem__,"全给党♂
"
__problem__,"宿舍能用吸尘器吗
"
__noproblem__," 窝推荐一个群给你吧，你问一下里面学长，应该就知道了
"
__problem__,"请问有没有广播站和校学生会的学长学姐
"
__noproblem__,"可爱
"
__problem__,"你们都是拔尖大佬吗
"
__noproblem__,"/笑哭/笑哭/笑哭
"
__problem__,"但单身不快乐
"
__noproblem__,"哦哦
"
__problem__,"请问vpn账号密码是啥
"
__noproblem__,"ok
"
__problem__,"大一就能报二专吗
"
__noproblem__,"&#91;QQ红包&#93;请使用新版手机QQ查收红包。
"
__problem__,"据说去人武部
"
__noproblem__,"楼上不许水群。
"
__problem__,"学校有问卷
"
__noproblem__," 学霸啊，交个朋友吧。
"
__problem__," 真的吗
"
__noproblem__,"java是世界上最好的语言
"
__problem__,"是可以報到那天才交學費住宿費嗎
"
__noproblem__,"签到
"
__problem__,"校队的呢
"
__noproblem__,"  您抽到了第342签：采药天台路转迷，桃花流水赋佳期，春风啼鸟多情思，寄语刘郎且莫归。
"
__problem__,"弱弱的问下有广西和化生的群吗
"
__noproblem__,"没那么快，具体等学工出留校安排
"
__problem__," 开关打开了吗
"
__noproblem__,"我碰到的阿姨脾气都特别好
"
__problem__,"这个就是多选题吗
"
__noproblem__," 你不是大类
"
__problem__,"男生能进急救班吗
"
__noproblem__,"没有板凳梗6
"
__problem__,"为什么不去阿玛尼[CQ:face,id=67]
"
__noproblem__,"寝室一插就断电
"
__problem__," 老师所以还要在公选课里选人工智能导学吗如果不选也必上我就去选别的课了/幽灵/幽灵/幽灵
"
__noproblem__,"请开始
"
__problem__,"我们县刚刚撤县设市了，填的那些信息要改吗
"
__noproblem__,"因为你的毕业证上没有体现
"
__problem__,"那这。不就是没法洗吗
"
__noproblem__,"好吧。。
"
__problem__," 广告姐
"
__noproblem__,"
"
__problem__,"手机吗
"
__noproblem__,"不急的
"
__problem__,"请问学校组织购买的被褥等生活用具，是一次性一套还是可以单件购买
"
__noproblem__,"贼恶心
"
__problem__," 对呀附中的！学长可以来吗/斜眼笑
"
__noproblem__,"萌新带带我……
"
__problem__,"南京市民卡学校会统一办吗
"
__noproblem__,"差评
"
__problem__,"存在即合理
"
__noproblem__,"一楼
"
__problem__,"你们的名单在哪里看的呀
"
__noproblem__,"。。。
"
__problem__,"为什么还有16级的
"
__noproblem__,"具体开放时间可以看留校指南
"
__problem__,"请问可以看南大各课程的评价的网站是什么……
"
__noproblem__,"我错了
"
__problem__,"足球呢
"
__noproblem__,"你可以旁听 我高代解几就是旁听的 自己学会就可以准入
"
__problem__,"学弟你怎么不学习的啊
"
__noproblem__,"  
"
__problem__,"能多学点东西为什么说没什么用
"
__noproblem__," 电话呗
"
__problem__,"男生被强奸
"
__noproblem__,"哦
"
__problem__,"双屏是两个一起用还是两个同步显示
"
__noproblem__,"问题是准考证应该是需要的啊
"
__problem__,"有人中了吗
"
__noproblem__,"我刚刚推荐了社推群
"
__problem__,"左上角是啥
"
__noproblem__,"吓死我了
"
__problem__,"H...X...一般会和H...H...形式的书放在一起吗
"
__noproblem__,"应该这样
"
__problem__,"那如果自己买的架子1.4米可以吗
"
__noproblem__,"15￥一次
"
__problem__,"你们今天有接到南大的电话吗
"
__noproblem__,"那种
"
__problem__,"应该是22x
"
__noproblem__,"明白了 谢谢
"
__problem__,"请问学校有可以照证件照的地方吗
"
__noproblem__,"是。
"
__problem__," 说来听听
"
__noproblem__,"新年快乐，猪年大吉
"
__problem__," 学长，介绍下宿舍宽带是啥呀
"
__noproblem__,"爆照的快点
"
__problem__,"请问一下，南大数学分析用的是哪个版本的啊
"
__noproblem__,"我也担心跟不上.. 担心英语挂科qwq
"
__problem__,"笔记本电脑网线拔不下来怎么办
"
__noproblem__," 签到成功！
"
__problem__,"站点二是啥
"
__noproblem__,"偶遇难度有点大/斜眼笑
"
__problem__,"阅读经典的书在学友书店有卖吗
"
__noproblem__,"你被锁定.jpg
"
__problem__,"请问学校可以带多个行李箱吗
"
__noproblem__,"如果你宿舍有个大佬的话
"
__problem__,"请问四级报名时显示更改报考科目信息出错是怎么回事呢
"
__noproblem__,"tql
"
__problem__,"地科 不是地球科学吗
"
__noproblem__,"感觉差不多
"
__problem__,"对女生管的松
"
__noproblem__,"刚去了一趟...
"
__problem__,"随便谁都可以吗
"
__noproblem__,"哈哈哈哈哈哈哈哈哈哈哈哈哈哈
"
__problem__,"有没有同学选了唐正东老师的《共产党宣言》为什么spoc上还是找不到这个老师的课程……
"
__noproblem__,"基本不需要现金
"
__problem__,"请问课程的学分哪里看得到
"
__noproblem__,"才进群
"
__problem__,"有选过博弈论的学长学姐吗
"
__noproblem__,"淘宝截图
"
__problem__,"就是十一点半不回来，就只能借宿自习室了
"
__noproblem__," 规模小，排名相对不高，精度高，实践强，就业好。
"
__problem__,"请问是不是报道就等于开学了
"
__noproblem__,"里有
"
__problem__,"感觉高三双休的学校是不是不多
"
__noproblem__,"但是不排除这一届换了的可能性
"
__problem__,"@smail.nju.edu.cn
"
__noproblem__,"世纪难题
"
__problem__,"请问和园的工商银行今天开门吗
"
__noproblem__,"修二专
"
__problem__,"这重要吗
"
__noproblem__,"我射手很少能发育那么好的
"
